# Runlist.csv file written by KVINDRADB_e475s::WriteRunListFile on Wed Mar 25 16:13:17 2009
Version=10
2 | Buffers=12704 | Events=1191382 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=56614 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=30556 | DEC=6534275 | FC=1191502 | OK=1191501 | FT=1191501 | AVL=1191501 | OCD=1191501 | OA=1191501 | RAZ=1191502 | Plast All=5371023 | Plast G=1438685 | Plast C=28975 | Plast D=5642541 | Trigger multiplicity=0 | Length (min.)=5.040250 | Size (MB)=198.500000 | Dead time (%)=53.972500 | Start Date=9-MAR-2006 05:55:17.00 | End Date=9-MAR-2006 06:00:18.00 | Comments=faisceau 78Kr + 40Ca 5.5 A.MeV | Logbook=runs a priori de trigger 1 mais inexpoitables | 
132 | Buffers=12710 | Events=893898 | Faraday 1=1402 | Faraday 2=0 | Gene DIRECT=283032 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=35704 | DEC=1024046 | FC=893652 | OK=893652 | FT=893652 | AVL=893652 | OCD=893652 | OA=893652 | RAZ=893653 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=2 | Length (min.)=25.250299 | Size (MB)=198.593994 | Dead time (%)=12.614800 | Start Date=14-MAR-2006 04:41:24.00 | End Date=14-MAR-2006 05:07:02.00 | Comments=82Kr + 40Ca 5.5 A.MeV | Logbook= | 
133 | Buffers=12704 | Events=891919 | Faraday 1=1397 | Faraday 2=0 | Gene DIRECT=292174 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=35655 | DEC=1015346 | FC=890898 | OK=890898 | FT=890898 | AVL=890898 | OCD=890898 | OA=890898 | RAZ=890898 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=2 | Length (min.)=26.012300 | Size (MB)=198.500000 | Dead time (%)=12.203300 | Start Date=14-MAR-2006 05:07:02.00 | End Date=14-MAR-2006 05:33:02.00 | Comments=82Kr + 40Ca 5.5 A.MeV | Logbook= | 
134 | Buffers=12708 | Events=891843 | Faraday 1=1397 | Faraday 2=0 | Gene DIRECT=298182 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=35631 | DEC=1014628 | FC=891907 | OK=891907 | FT=891907 | AVL=891907 | OCD=891907 | OA=891907 | RAZ=891907 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=2 | Length (min.)=26.601000 | Size (MB)=198.561996 | Dead time (%)=11.949400 | Start Date=14-MAR-2006 05:33:02.00 | End Date=14-MAR-2006 05:59:20.00 | Comments=82Kr + 40Ca 5.5 A.MeV | Logbook= | 
135 | Buffers=602 | Events=41289 | Faraday 1=65 | Faraday 2=0 | Gene DIRECT=14754 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=1853 | DEC=46698 | FC=41190 | OK=41190 | FT=41190 | AVL=41190 | OCD=41190 | OA=41190 | RAZ=41190 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=2 | Length (min.)=1.569220 | Size (MB)=9.406250 | Dead time (%)=12.559300 | Start Date=14-MAR-2006 05:59:20.00 | End Date=14-MAR-2006 06:01:07.00 | Comments=Arret du faisceau de 82Kr+40Ca  5.5 A.MeV | Logbook= | 
136 | Buffers=5495 | Events=404572 | Faraday 1=156 | Faraday 2=0 | Gene DIRECT=608819 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=16420 | DEC=416326 | FC=404612 | OK=404612 | FT=404612 | AVL=404612 | OCD=404612 | OA=404612 | RAZ=404613 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=54.147400 | Size (MB)=85.859398 | Dead time (%)=2.697020 | Start Date=14-MAR-2006 18:08:16.00 | End Date=14-MAR-2006 19:02:20.00 | Comments=Premier run de faisceau SPIRAL 75Kr12+ a 5.5 A.MeV | Logbook=p.82 | 
137 | Buffers=12705 | Events=1443592 | Faraday 1=81 | Faraday 2=0 | Gene DIRECT=226585 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=39573 | DEC=1974216 | FC=1445111 | OK=1445111 | FT=1445111 | AVL=1445111 | OCD=1445111 | OA=1445111 | RAZ=1445112 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=20.089001 | Size (MB)=198.516006 | Dead time (%)=17.465000 | Start Date=14-MAR-2006 19:06:10.00 | End Date=14-MAR-2006 19:26:13.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
138 | Buffers=12706 | Events=1443106 | Faraday 1=79 | Faraday 2=0 | Gene DIRECT=232381 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=39640 | DEC=1962102 | FC=1444376 | OK=1444376 | FT=1444376 | AVL=1444376 | OCD=1444376 | OA=1444376 | RAZ=1444377 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=20.687000 | Size (MB)=198.531006 | Dead time (%)=17.058201 | Start Date=14-MAR-2006 19:26:13.00 | End Date=14-MAR-2006 19:47:04.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
139 | Buffers=12704 | Events=1437377 | Faraday 1=74 | Faraday 2=0 | Gene DIRECT=258194 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=40109 | DEC=1900108 | FC=1435044 | OK=1435044 | FT=1435044 | AVL=1435044 | OCD=1435044 | OA=1435044 | RAZ=1435044 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=22.982599 | Size (MB)=198.500000 | Dead time (%)=15.534400 | Start Date=14-MAR-2006 19:47:04.00 | End Date=14-MAR-2006 20:10:03.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
140 | Buffers=12706 | Events=1435676 | Faraday 1=73 | Faraday 2=0 | Gene DIRECT=285928 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=40240 | DEC=1890715 | FC=1437955 | OK=1437955 | FT=1437955 | AVL=1437955 | OCD=1437955 | OA=1437955 | RAZ=1437955 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=25.465200 | Size (MB)=198.531006 | Dead time (%)=14.073500 | Start Date=14-MAR-2006 20:10:03.00 | End Date=14-MAR-2006 20:35:16.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
141 | Buffers=12381 | Events=1403656 | Faraday 1=76 | Faraday 2=0 | Gene DIRECT=235020 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=38691 | DEC=1888207 | FC=1403679 | OK=1403678 | FT=1403678 | AVL=1403678 | OCD=1403678 | OA=1403678 | RAZ=1403679 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=20.970600 | Size (MB)=193.453003 | Dead time (%)=16.462900 | Start Date=14-MAR-2006 20:35:17.00 | End Date=14-MAR-2006 20:56:16.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
142 | Buffers=12703 | Events=1430606 | Faraday 1=71 | Faraday 2=0 | Gene DIRECT=290403 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=3314 | Gene TM=40369 | DEC=1879056 | FC=1430708 | OK=1430708 | FT=1430708 | AVL=1430708 | OCD=1430708 | OA=1430708 | RAZ=1430708 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=25.718800 | Size (MB)=198.483994 | Dead time (%)=14.061500 | Start Date=14-MAR-2006 22:00:29.00 | End Date=14-MAR-2006 22:26:20.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
143 | Buffers=12706 | Events=1434635 | Faraday 1=71 | Faraday 2=0 | Gene DIRECT=274297 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=40314 | DEC=1892222 | FC=1436338 | OK=1436338 | FT=1436338 | AVL=1436338 | OCD=1436338 | OA=1436338 | RAZ=1436339 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=24.301001 | Size (MB)=198.531006 | Dead time (%)=14.697200 | Start Date=14-MAR-2006 22:26:23.00 | End Date=14-MAR-2006 22:51:02.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
144 | Buffers=12703 | Events=1432227 | Faraday 1=68 | Faraday 2=0 | Gene DIRECT=293592 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=40336 | DEC=1848576 | FC=1430643 | OK=1430643 | FT=1430643 | AVL=1430643 | OCD=1430643 | OA=1430643 | RAZ=1430644 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=26.123100 | Size (MB)=198.483994 | Dead time (%)=13.738800 | Start Date=14-MAR-2006 22:51:02.00 | End Date=14-MAR-2006 23:17:06.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
145 | Buffers=12706 | Events=1433560 | Faraday 1=72 | Faraday 2=0 | Gene DIRECT=282596 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=40467 | DEC=1871810 | FC=1435980 | OK=1435980 | FT=1435980 | AVL=1435980 | OCD=1435980 | OA=1435980 | RAZ=1435980 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=25.018999 | Size (MB)=198.531006 | Dead time (%)=14.319700 | Start Date=14-MAR-2006 23:17:09.00 | End Date=14-MAR-2006 23:42:10.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
146 | Buffers=12703 | Events=1433849 | Faraday 1=72 | Faraday 2=0 | Gene DIRECT=282615 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=41828 | DEC=1875393 | FC=1431538 | OK=1431538 | FT=1431538 | AVL=1431538 | OCD=1431538 | OA=1431538 | RAZ=1431538 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=25.137699 | Size (MB)=198.483994 | Dead time (%)=14.800300 | Start Date=14-MAR-2006 23:42:10.00 | End Date=15-MAR-2006 00:07:14.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
147 | Buffers=12707 | Events=1432665 | Faraday 1=70 | Faraday 2=0 | Gene DIRECT=297219 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=40720 | DEC=1855252 | FC=1434858 | OK=1434858 | FT=1434858 | AVL=1434858 | OCD=1434858 | OA=1434858 | RAZ=1434858 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=26.325100 | Size (MB)=198.546997 | Dead time (%)=13.700300 | Start Date=15-MAR-2006 00:07:17.00 | End Date=15-MAR-2006 00:33:27.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
148 | Buffers=12704 | Events=1435059 | Faraday 1=80 | Faraday 2=0 | Gene DIRECT=266854 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=40178 | DEC=1892214 | FC=1433444 | OK=1433444 | FT=1433444 | AVL=1433444 | OCD=1433444 | OA=1433444 | RAZ=1433444 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=23.719601 | Size (MB)=198.500000 | Dead time (%)=15.056200 | Start Date=15-MAR-2006 00:33:27.00 | End Date=15-MAR-2006 00:57:19.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
149 | Buffers=12704 | Events=1432358 | Faraday 1=78 | Faraday 2=0 | Gene DIRECT=279408 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=40729 | DEC=1872069 | FC=1432197 | OK=1432197 | FT=1432197 | AVL=1432197 | OCD=1432197 | OA=1432197 | RAZ=1432197 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=24.847900 | Size (MB)=198.500000 | Dead time (%)=14.576900 | Start Date=15-MAR-2006 00:57:19.00 | End Date=15-MAR-2006 01:22:14.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
150 | Buffers=3766 | Events=423543 | Faraday 1=23 | Faraday 2=0 | Gene DIRECT=82948 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=12227 | DEC=552174 | FC=423434 | OK=423434 | FT=423434 | AVL=423434 | OCD=423434 | OA=423434 | RAZ=423435 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=7.545850 | Size (MB)=58.843800 | Dead time (%)=14.740600 | Start Date=15-MAR-2006 01:22:14.00 | End Date=15-MAR-2006 01:29:30.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
151 | Buffers=12703 | Events=898403 | Faraday 1=397 | Faraday 2=0 | Gene DIRECT=1576143 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=37443 | DEC=921188 | FC=898442 | OK=898442 | FT=898442 | AVL=898442 | OCD=898442 | OA=898442 | RAZ=898443 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=2 | Length (min.)=139.722000 | Size (MB)=198.483994 | Dead time (%)=2.375610 | Start Date=15-MAR-2006 01:31:19.00 | End Date=15-MAR-2006 03:51:11.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
152 | Buffers=12705 | Events=922224 | Faraday 1=413 | Faraday 2=0 | Gene DIRECT=1464753 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=37910 | DEC=946746 | FC=922223 | OK=922223 | FT=922223 | AVL=922223 | OCD=922223 | OA=922223 | RAZ=922224 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=2 | Length (min.)=129.822998 | Size (MB)=198.516006 | Dead time (%)=2.588150 | Start Date=15-MAR-2006 03:51:14.00 | End Date=15-MAR-2006 06:01:09.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
153 | Buffers=3850 | Events=274292 | Faraday 1=114 | Faraday 2=0 | Gene DIRECT=465186 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=11598 | DEC=281145 | FC=274292 | OK=274292 | FT=274292 | AVL=274292 | OCD=274292 | OA=274292 | RAZ=274293 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=2 | Length (min.)=41.309502 | Size (MB)=60.156200 | Dead time (%)=2.493200 | Start Date=15-MAR-2006 06:01:12.00 | End Date=15-MAR-2006 06:42:21.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
154 | Buffers=12706 | Events=1425077 | Faraday 1=68 | Faraday 2=0 | Gene DIRECT=363643 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=60086 | DEC=1902960 | FC=1426896 | OK=1426896 | FT=1426896 | AVL=1426896 | OCD=1426896 | OA=1426896 | RAZ=1426897 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=30.552200 | Size (MB)=198.531006 | Dead time (%)=16.523300 | Start Date=15-MAR-2006 06:46:13.00 | End Date=15-MAR-2006 07:16:30.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
155 | Buffers=12711 | Events=1443570 | Faraday 1=71 | Faraday 2=0 | Gene DIRECT=268620 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=39896 | DEC=2058927 | FC=1444096 | OK=1444096 | FT=1444096 | AVL=1444096 | OCD=1444096 | OA=1444096 | RAZ=1444096 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=23.943100 | Size (MB)=198.608994 | Dead time (%)=14.852200 | Start Date=15-MAR-2006 07:16:30.00 | End Date=15-MAR-2006 07:40:28.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
156 | Buffers=12708 | Events=1466567 | Faraday 1=64 | Faraday 2=0 | Gene DIRECT=247419 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=38894 | DEC=2795302 | FC=1462189 | OK=1462188 | FT=1462188 | AVL=1462188 | OCD=1462188 | OA=1462188 | RAZ=1462189 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=22.124300 | Size (MB)=198.561996 | Dead time (%)=15.719900 | Start Date=15-MAR-2006 07:40:28.00 | End Date=15-MAR-2006 08:03:01.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
157 | Buffers=12711 | Events=1466539 | Faraday 1=62 | Faraday 2=0 | Gene DIRECT=253085 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=39188 | DEC=2667471 | FC=1465160 | OK=1465160 | FT=1465160 | AVL=1465160 | OCD=1465160 | OA=1465160 | RAZ=1465161 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=22.583401 | Size (MB)=198.608994 | Dead time (%)=15.484100 | Start Date=15-MAR-2006 08:03:01.00 | End Date=15-MAR-2006 08:25:19.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
158 | Buffers=12703 | Events=1459371 | Faraday 1=59 | Faraday 2=0 | Gene DIRECT=267560 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=38884 | DEC=2335512 | FC=1457402 | OK=1457402 | FT=1457402 | AVL=1457402 | OCD=1457402 | OA=1457402 | RAZ=1457402 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=23.783600 | Size (MB)=198.483994 | Dead time (%)=14.532800 | Start Date=15-MAR-2006 08:25:19.00 | End Date=15-MAR-2006 08:49:12.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
159 | Buffers=12710 | Events=1453838 | Faraday 1=62 | Faraday 2=0 | Gene DIRECT=343252 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=40456 | DEC=1989865 | FC=1455287 | OK=1455287 | FT=1455287 | AVL=1455287 | OCD=1455287 | OA=1455287 | RAZ=1455287 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=30.596600 | Size (MB)=198.593994 | Dead time (%)=11.786100 | Start Date=15-MAR-2006 08:49:12.00 | End Date=15-MAR-2006 09:19:30.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
160 | Buffers=12709 | Events=1484893 | Faraday 1=61 | Faraday 2=0 | Gene DIRECT=219484 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=39030 | DEC=2065697 | FC=1484127 | OK=1484127 | FT=1484127 | AVL=1484127 | OCD=1484127 | OA=1484127 | RAZ=1484128 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=19.592501 | Size (MB)=198.578003 | Dead time (%)=17.782600 | Start Date=15-MAR-2006 09:20:00.00 | End Date=15-MAR-2006 09:39:18.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
161 | Buffers=5933 | Events=711979 | Faraday 1=21 | Faraday 2=0 | Gene DIRECT=81592 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=16673 | DEC=1142687 | FC=709345 | OK=709345 | FT=709345 | AVL=709345 | OCD=709345 | OA=709345 | RAZ=709345 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=7.407980 | Size (MB)=92.703102 | Dead time (%)=20.434601 | Start Date=15-MAR-2006 09:39:18.00 | End Date=15-MAR-2006 09:46:30.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
162 | Buffers=12705 | Events=1419853 | Faraday 1=31 | Faraday 2=0 | Gene DIRECT=368517 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=41725 | DEC=1796962 | FC=1420710 | OK=1420710 | FT=1420710 | AVL=1420710 | OCD=1420710 | OA=1420710 | RAZ=1420711 | Plast All=11148895 | Plast G=15620585 | Plast C=8677663 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=32.648899 | Size (MB)=198.516006 | Dead time (%)=11.322400 | Start Date=15-MAR-2006 21:02:01.00 | End Date=15-MAR-2006 21:34:20.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
163 | Buffers=9367 | Events=1041313 | Faraday 1=19 | Faraday 2=0 | Gene DIRECT=318754 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=31323 | DEC=1284722 | FC=1041369 | OK=1041369 | FT=1041369 | AVL=1041369 | OCD=1041369 | OA=1041369 | RAZ=1041369 | Plast All=16556176 | Plast G=4751465 | Plast C=16411960 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=28.415501 | Size (MB)=146.358994 | Dead time (%)=9.826700 | Start Date=15-MAR-2006 21:34:20.00 | End Date=15-MAR-2006 22:03:02.00 | Comments=75Kr12+ + 40Ca 5.5 A.MeV | Logbook= | 
164 | Buffers=12705 | Events=1444510 | Faraday 1=19 | Faraday 2=0 | Gene DIRECT=453753 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=61257 | DEC=1803579 | FC=1445033 | OK=1445033 | FT=1445033 | AVL=1445033 | OCD=1445033 | OA=1445033 | RAZ=1445034 | Plast All=4923912 | Plast G=14069043 | Plast C=4662576 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=38.535198 | Size (MB)=198.516006 | Dead time (%)=13.500100 | Start Date=16-MAR-2006 03:06:04.00 | End Date=16-MAR-2006 03:44:20.00 | Comments=Faisceau 75Kr13+ +40Ca 5.5 A.MeV Changement d'etat de charge | Logbook=p.91 | 
165 | Buffers=12707 | Events=1443310 | Faraday 1=21 | Faraday 2=0 | Gene DIRECT=447593 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=43248 | DEC=1717002 | FC=1444577 | OK=1444577 | FT=1444577 | AVL=1444577 | OCD=1444577 | OA=1444577 | RAZ=1444578 | Plast All=6732647 | Plast G=843917 | Plast C=10606751 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=39.756802 | Size (MB)=198.546997 | Dead time (%)=9.662350 | Start Date=16-MAR-2006 03:44:20.00 | End Date=16-MAR-2006 04:24:13.00 | Comments=Faisceau 75Kr13+ + 40Ca 5.5 A.MeV | Logbook=p.92 | 
166 | Buffers=10642 | Events=1209701 | Faraday 1=17 | Faraday 2=0 | Gene DIRECT=379216 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=36023 | DEC=1439355 | FC=1209697 | OK=1209697 | FT=1209697 | AVL=1209697 | OCD=1209697 | OA=1209697 | RAZ=1209698 | Plast All=7125019 | Plast G=586339 | Plast C=12449764 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=33.757801 | Size (MB)=166.281006 | Dead time (%)=9.499340 | Start Date=16-MAR-2006 04:24:13.00 | End Date=16-MAR-2006 04:58:05.00 | Comments=Faisceau 75Kr13+ +40Ca 5.5 A.MeV | Logbook=p. 92 | 
167 | Buffers=12706 | Events=1446545 | Faraday 1=23 | Faraday 2=0 | Gene DIRECT=433762 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=42674 | DEC=1735311 | FC=1448639 | OK=1448639 | FT=1448639 | AVL=1448639 | OCD=1448639 | OA=1448639 | RAZ=1448639 | Plast All=4307862 | Plast G=7464487 | Plast C=1114114 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=38.424500 | Size (MB)=198.531006 | Dead time (%)=9.838110 | Start Date=16-MAR-2006 05:09:14.00 | End Date=16-MAR-2006 05:47:27.00 | Comments=Faisceau 75Kr13+ +40Ca 5.5 A.MeV | Logbook=p. 93 | 
168 | Buffers=12707 | Events=1444468 | Faraday 1=28 | Faraday 2=0 | Gene DIRECT=475814 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=61646 | DEC=1795668 | FC=1444198 | OK=1444198 | FT=1444198 | AVL=1444198 | OCD=1444198 | OA=1444198 | RAZ=1444199 | Plast All=9508024 | Plast G=1980785 | Plast C=13760870 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=42.259800 | Size (MB)=198.546997 | Dead time (%)=12.955900 | Start Date=16-MAR-2006 05:47:27.00 | End Date=16-MAR-2006 06:30:04.00 | Comments=Faisceau 75Kr13+ +40Ca 5.5 A.MeV | Logbook=p. 93 | 
169 | Buffers=12704 | Events=1436891 | Faraday 1=16 | Faraday 2=0 | Gene DIRECT=516943 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=43571 | DEC=1688508 | FC=1435846 | OK=1435846 | FT=1435846 | AVL=1435846 | OCD=1435846 | OA=1435846 | RAZ=1435847 | Plast All=8802495 | Plast G=10059374 | Plast C=8025376 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=45.898102 | Size (MB)=198.500000 | Dead time (%)=8.428590 | Start Date=16-MAR-2006 06:30:05.00 | End Date=16-MAR-2006 07:16:01.00 | Comments=600 evts/s | Logbook=p.93 | 
170 | Buffers=12705 | Events=1464307 | Faraday 1=16 | Faraday 2=0 | Gene DIRECT=434508 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=42696 | DEC=1755708 | FC=1465009 | OK=1465009 | FT=1465009 | AVL=1465009 | OCD=1465009 | OA=1465009 | RAZ=1465009 | Plast All=16730981 | Plast G=4678120 | Plast C=2829024 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=38.599701 | Size (MB)=198.516006 | Dead time (%)=9.826290 | Start Date=16-MAR-2006 07:16:02.00 | End Date=16-MAR-2006 07:54:19.00 | Comments=600 evts/s | Logbook=p. 93 | 
