# Runlist.csv file written by KVINDRADB5::WriteRunListFile on Thu Jun 11 11:24:50 2009
Version=10
6004 | Events=119691 | Faraday 1=33794 | Buffers=12108 | Gene DIRECT=3410361 | Gene MARQ=1436884 | Gene TM=875538 | Trigger multiplicity=1 | Dead time (%)=44.365250 | Length (min.)=47.000000 | Comments=Run Automate  Si | Start Date=03/04/2001 05:43:00 | 
6005 | Events=240432 | Faraday 1=42580 | Buffers=5808 | Gene DIRECT=4400037 | Gene MARQ=2424019 | Gene TM=875538 | Trigger multiplicity=1 | Dead time (%)=44.308201 | Length (min.)=89.000000 | Comments=Run Automate  Chio | Start Date=03/04/2001 06:30:00 | 
6006 | Events=783459 | Faraday 1=870271 | Buffers=5797 | Gene DIRECT=5981743 | Gene MARQ=3366087 | Gene TM=1108366 | Trigger multiplicity=1 | Dead time (%)=42.374302 | Length (min.)=5.000000 | Comments=seuil Si 5.8 augmenté | Start Date=03/04/2001 10:15:00 | Logbook=c12p54 | 
6007 | Events=1606811 | Faraday 1=876406 | Buffers=12117 | Gene DIRECT=6130412 | Gene MARQ=3375582 | Gene TM=1214468 | Trigger multiplicity=1 | Dead time (%)=44.085045 | Length (min.)=11.000000 | Comments=Gain 150 Mu comme les autres | Start Date=03/04/2001 10:23:00 | Logbook=C12P55 | 
6008 | Events=994460 | Faraday 1=879907 | Buffers=7286 | Gene DIRECT=6211811 | Gene MARQ=3378757 | Gene TM=1271312 | Trigger multiplicity=1 | Dead time (%)=44.874260 | Length (min.)=7.000000 | Start Date=03/04/2001 10:34:00 | 
6009 | Events=560792 | Faraday 1=885264 | Buffers=4100 | Gene DIRECT=6617847 | Gene MARQ=3394576 | Gene TM=1367004 | Trigger multiplicity=1 | Dead time (%)=42.410458 | Length (min.)=5.000000 | Comments=Tous les Gains standard INDRA+Entrée 2 du Gr 1 Trigger fermé | Start Date=03/04/2001 11:13:00 | 
6010 | Events=1398343 | Faraday 1=890423 | Buffers=12117 | Gene DIRECT=6759193 | Gene MARQ=3404057 | Gene TM=1419780 | Trigger multiplicity=1 | Dead time (%)=42.316616 | Length (min.)=12.000000 | Comments=Tous les détecteurs démasqués | Start Date=03/04/2001 11:18:00 | 
6011 | Events=1431908 | Faraday 1=895688 | Buffers=12117 | Gene DIRECT=6889091 | Gene MARQ=3410404 | Gene TM=1462232 | Trigger multiplicity=1 | Dead time (%)=42.034019 | Length (min.)=12.000000 | Start Date=03/04/2001 11:30:00 | 
6012 | Events=1328009 | Faraday 1=900583 | Buffers=11291 | Gene DIRECT=7008754 | Gene MARQ=3416721 | Gene TM=1501119 | Trigger multiplicity=1 | Dead time (%)=41.790234 | Length (min.)=10.000000 | Start Date=03/04/2001 11:42:00 | 
6013 | Events=148009 | Faraday 1=903017 | Buffers=1201 | Gene DIRECT=7067171 | Gene MARQ=3419895 | Gene TM=1549720 | Trigger multiplicity=1 | Dead time (%)=42.489792 | Length (min.)=2.000000 | Comments=Remise de la config masquée(Csi masqués sauf C10. Chios démasquées)-entrée 3 gr 1 otée du trigger | Start Date=03/04/2001 11:56:00 | 
6014 | Events=1241222 | Faraday 1=916256 | Buffers=12108 | Gene DIRECT=7467330 | Gene MARQ=3442055 | Gene TM=1585881 | Trigger multiplicity=1 | Dead time (%)=39.398079 | Length (min.)=35.000000 | Comments=Couronne 6-10 en déclenchement - 10 mn interruption HF | Start Date=03/04/2001 11:58:00 | 
6015 | Events=660775 | Faraday 1=923137 | Buffers=6539 | Gene DIRECT=7639079 | Gene MARQ=3451543 | Gene TM=1602481 | Trigger multiplicity=1 | Dead time (%)=38.267876 | Length (min.)=15.000000 | Start Date=03/04/2001 12:34:00 | 
6016 | Events=1216170 | Faraday 1=935753 | Buffers=12109 | Gene DIRECT=8070116 | Gene MARQ=3476885 | Gene TM=1656542 | Trigger multiplicity=1 | Dead time (%)=36.064854 | Length (min.)=36.000000 | Comments=Couronne 11 | Start Date=03/04/2001 12:51:00 | 
6017 | Events=1210606 | Faraday 1=947889 | Buffers=12108 | Gene DIRECT=8399090 | Gene MARQ=3495894 | Gene TM=1686287 | Trigger multiplicity=1 | Dead time (%)=34.391590 | Length (min.)=30.000000 | Comments=Couronne 11 | Start Date=03/04/2001 13:27:00 | 
6018 | Events=186015 | Faraday 1=949775 | Buffers=1802 | Gene DIRECT=8442591 | Gene MARQ=3497060 | Gene TM=1691843 | Trigger multiplicity=1 | Dead time (%)=34.209534 | Length (min.)=4.000000 | Comments=Couronne 11 | Start Date=03/04/2001 14:01:00 | 
6019 | Events=262184 | Faraday 1=1774 | Buffers=10837 | Gene DIRECT=115128 | Gene MARQ=7477 | Gene TM=41112 | Trigger multiplicity=3 | Dead time (%)=38.190079 | Length (min.)=9.000000 | Start Date=05/04/2001 02:12:00 | 
6020 | Events=243757 | Faraday 1=2026 | Buffers=12115 | Gene DIRECT=132263 | Gene MARQ=6321 | Gene TM=40385 | Trigger multiplicity=4 | Dead time (%)=32.066349 | Length (min.)=12.000000 | 
6929 | Events=215029 | Faraday 1=1773 | Buffers=12110 | Gene DIRECT=93026 | Gene MARQ=3149 | Gene TM=17351 | Trigger multiplicity=4 | Dead time (%)=19.305273 | Length (min.)=8.000000 | 
6930 | Events=214255 | Faraday 1=1755 | Buffers=12111 | Gene DIRECT=96609 | Gene MARQ=5852 | Gene TM=17109 | Trigger multiplicity=4 | Dead time (%)=18.851439 | Length (min.)=9.000000 | 
6931 | Events=212892 | Faraday 1=1775 | Buffers=12115 | Gene DIRECT=92179 | Gene MARQ=6316 | Gene TM=17587 | Trigger multiplicity=4 | Dead time (%)=20.482630 | Length (min.)=8.000000 | 
6932 | Events=214931 | Faraday 1=1795 | Buffers=12110 | Gene DIRECT=89114 | Gene MARQ=3167 | Gene TM=17401 | Trigger multiplicity=4 | Dead time (%)=20.246199 | Length (min.)=8.000000 | 
6933 | Events=213407 | Faraday 1=1791 | Buffers=12113 | Gene DIRECT=92841 | Gene MARQ=6309 | Gene TM=17706 | Trigger multiplicity=4 | Dead time (%)=20.461794 | Length (min.)=8.000000 | 
6934 | Events=213308 | Faraday 1=1787 | Buffers=12111 | Gene DIRECT=92202 | Gene MARQ=6335 | Gene TM=17198 | Trigger multiplicity=4 | Dead time (%)=20.028648 | Length (min.)=8.000000 | 
6935 | Events=214035 | Faraday 1=1791 | Buffers=12112 | Gene DIRECT=88568 | Gene MARQ=3152 | Gene TM=17135 | Trigger multiplicity=4 | Dead time (%)=20.060644 | Length (min.)=8.000000 | 
6936 | Events=217609 | Faraday 1=1743 | Buffers=12109 | Gene DIRECT=140642 | Gene MARQ=9489 | Gene TM=17094 | Trigger multiplicity=4 | Dead time (%)=13.033632 | Length (min.)=13.000000 | 
6937 | Events=214105 | Faraday 1=1761 | Buffers=12111 | Gene DIRECT=97374 | Gene MARQ=6321 | Gene TM=17486 | Trigger multiplicity=4 | Dead time (%)=19.204199 | Length (min.)=9.000000 | 
6938 | Events=215695 | Faraday 1=1768 | Buffers=12111 | Gene DIRECT=96482 | Gene MARQ=3166 | Gene TM=17389 | Trigger multiplicity=4 | Dead time (%)=18.634533 | Length (min.)=9.000000 | 
6939 | Events=213359 | Faraday 1=1765 | Buffers=12114 | Gene DIRECT=95308 | Gene MARQ=6317 | Gene TM=17313 | Trigger multiplicity=4 | Dead time (%)=19.454777 | Length (min.)=9.000000 | 
6940 | Events=213566 | Faraday 1=1768 | Buffers=12112 | Gene DIRECT=94511 | Gene MARQ=6326 | Gene TM=16978 | Trigger multiplicity=4 | Dead time (%)=19.252707 | Length (min.)=9.000000 | 
6941 | Events=215509 | Faraday 1=1782 | Buffers=12111 | Gene DIRECT=93662 | Gene MARQ=3149 | Gene TM=17445 | Trigger multiplicity=4 | Dead time (%)=19.273474 | Length (min.)=9.000000 | 
6942 | Events=213781 | Faraday 1=1774 | Buffers=12114 | Gene DIRECT=94280 | Gene MARQ=6336 | Gene TM=17155 | Trigger multiplicity=4 | Dead time (%)=19.506731 | Length (min.)=9.000000 | 
6943 | Events=214171 | Faraday 1=1775 | Buffers=12111 | Gene DIRECT=94220 | Gene MARQ=6324 | Gene TM=17230 | Trigger multiplicity=4 | Dead time (%)=19.602713 | Length (min.)=9.000000 | 
6944 | Events=214874 | Faraday 1=1780 | Buffers=12111 | Gene DIRECT=94320 | Gene MARQ=3169 | Gene TM=17074 | Trigger multiplicity=4 | Dead time (%)=18.731556 | Length (min.)=9.000000 | 
6945 | Events=213803 | Faraday 1=1779 | Buffers=12110 | Gene DIRECT=93387 | Gene MARQ=6308 | Gene TM=16937 | Trigger multiplicity=4 | Dead time (%)=19.450155 | Length (min.)=8.000000 | 
6946 | Events=213802 | Faraday 1=1785 | Buffers=12114 | Gene DIRECT=92642 | Gene MARQ=6337 | Gene TM=17132 | Trigger multiplicity=4 | Dead time (%)=19.850531 | Length (min.)=8.000000 | 
6947 | Events=215625 | Faraday 1=1805 | Buffers=12112 | Gene DIRECT=89995 | Gene MARQ=3153 | Gene TM=17018 | Trigger multiplicity=4 | Dead time (%)=19.596508 | Length (min.)=8.000000 | 
6948 | Events=214273 | Faraday 1=1798 | Buffers=12111 | Gene DIRECT=93463 | Gene MARQ=6336 | Gene TM=17425 | Trigger multiplicity=4 | Dead time (%)=19.999540 | Length (min.)=8.000000 | 
6949 | Events=213878 | Faraday 1=1785 | Buffers=12112 | Gene DIRECT=92016 | Gene MARQ=6315 | Gene TM=17045 | Trigger multiplicity=4 | Dead time (%)=19.888916 | Length (min.)=8.000000 | 
6950 | Events=214942 | Faraday 1=1810 | Buffers=12111 | Gene DIRECT=88748 | Gene MARQ=3170 | Gene TM=17274 | Trigger multiplicity=4 | Dead time (%)=20.185095 | Length (min.)=8.000000 | 
6951 | Events=213737 | Faraday 1=1794 | Buffers=12111 | Gene DIRECT=93564 | Gene MARQ=6313 | Gene TM=17112 | Trigger multiplicity=4 | Dead time (%)=19.612383 | Length (min.)=8.000000 | 
6952 | Events=214855 | Faraday 1=1803 | Buffers=12109 | Gene DIRECT=91952 | Gene MARQ=3174 | Gene TM=17655 | Trigger multiplicity=4 | Dead time (%)=19.886684 | Length (min.)=8.000000 | 
6953 | Events=214565 | Faraday 1=1774 | Buffers=12111 | Gene DIRECT=95276 | Gene MARQ=6322 | Gene TM=17077 | Trigger multiplicity=4 | Dead time (%)=19.197563 | Length (min.)=8.000000 | 
6954 | Events=214525 | Faraday 1=1781 | Buffers=12111 | Gene DIRECT=96558 | Gene MARQ=6331 | Gene TM=17126 | Trigger multiplicity=4 | Dead time (%)=18.981014 | Length (min.)=9.000000 | 
6955 | Events=216240 | Faraday 1=1805 | Buffers=12110 | Gene DIRECT=91016 | Gene MARQ=3166 | Gene TM=17282 | Trigger multiplicity=4 | Dead time (%)=19.672169 | Length (min.)=8.000000 | 
6956 | Events=214862 | Faraday 1=1792 | Buffers=12111 | Gene DIRECT=93141 | Gene MARQ=5899 | Gene TM=16964 | Trigger multiplicity=4 | Dead time (%)=19.444763 | Length (min.)=8.000000 | 
6957 | Events=214374 | Faraday 1=1771 | Buffers=12113 | Gene DIRECT=95740 | Gene MARQ=6320 | Gene TM=16969 | Trigger multiplicity=4 | Dead time (%)=18.976740 | Length (min.)=8.000000 | 
6958 | Events=214757 | Faraday 1=1757 | Buffers=12112 | Gene DIRECT=98313 | Gene MARQ=6339 | Gene TM=17007 | Trigger multiplicity=4 | Dead time (%)=18.491095 | Length (min.)=9.000000 | 
6959 | Events=214435 | Faraday 1=1776 | Buffers=12111 | Gene DIRECT=93058 | Gene MARQ=3159 | Gene TM=17182 | Trigger multiplicity=4 | Dead time (%)=19.112560 | Length (min.)=8.000000 | 
6960 | Events=213734 | Faraday 1=1784 | Buffers=12113 | Gene DIRECT=95379 | Gene MARQ=6331 | Gene TM=17900 | Trigger multiplicity=4 | Dead time (%)=20.101519 | Length (min.)=9.000000 | 
6961 | Events=215719 | Faraday 1=1739 | Buffers=12111 | Gene DIRECT=114924 | Gene MARQ=6315 | Gene TM=17003 | Trigger multiplicity=4 | Dead time (%)=15.655240 | Length (min.)=10.000000 | 
6962 | Events=214196 | Faraday 1=1768 | Buffers=12113 | Gene DIRECT=97297 | Gene MARQ=6340 | Gene TM=17126 | Trigger multiplicity=4 | Dead time (%)=18.828678 | Length (min.)=9.000000 | 
6963 | Events=216220 | Faraday 1=1699 | Buffers=12110 | Gene DIRECT=111624 | Gene MARQ=6316 | Gene TM=16995 | Trigger multiplicity=4 | Dead time (%)=16.138374 | Length (min.)=10.000000 | 
6964 | Events=215539 | Faraday 1=1748 | Buffers=12114 | Gene DIRECT=110714 | Gene MARQ=6334 | Gene TM=17216 | Trigger multiplicity=4 | Dead time (%)=16.493582 | Length (min.)=10.000000 | 
6965 | Events=216132 | Faraday 1=1801 | Buffers=12111 | Gene DIRECT=99492 | Gene MARQ=3154 | Gene TM=17275 | Trigger multiplicity=4 | Dead time (%)=17.931658 | Length (min.)=9.000000 | 
6966 | Events=213860 | Faraday 1=1789 | Buffers=12111 | Gene DIRECT=100218 | Gene MARQ=6340 | Gene TM=17098 | Trigger multiplicity=4 | Dead time (%)=18.212999 | Length (min.)=9.000000 | 
6967 | Events=214668 | Faraday 1=1783 | Buffers=12110 | Gene DIRECT=102105 | Gene MARQ=6321 | Gene TM=16999 | Trigger multiplicity=4 | Dead time (%)=17.747223 | Length (min.)=9.000000 | 
6968 | Events=214904 | Faraday 1=1792 | Buffers=12113 | Gene DIRECT=102128 | Gene MARQ=6333 | Gene TM=17729 | Trigger multiplicity=4 | Dead time (%)=18.507229 | Length (min.)=9.000000 | 
6969 | Events=114087 | Faraday 1=951 | Buffers=6406 | Gene DIRECT=53913 | Gene MARQ=3152 | Gene TM=9403 | Trigger multiplicity=4 | Dead time (%)=18.524063 | Length (min.)=5.000000 | Comments=Dernier run DLT#17 | 
6970 | Events=214591 | Faraday 1=1885 | Buffers=12113 | Gene DIRECT=105569 | Gene MARQ=6322 | Gene TM=20929 | Trigger multiplicity=4 | Dead time (%)=21.087791 | Length (min.)=8.000000 | Start Date=13/04/01 7h45 | 
6971 | Events=213760 | Faraday 1=1795 | Buffers=12111 | Gene DIRECT=98121 | Gene MARQ=6342 | Gene TM=17080 | Trigger multiplicity=4 | Dead time (%)=18.609922 | Length (min.)=8.000000 | 
6972 | Events=217108 | Faraday 1=1792 | Buffers=12113 | Gene DIRECT=121749 | Gene MARQ=6318 | Gene TM=17198 | Trigger multiplicity=4 | Dead time (%)=14.898944 | Length (min.)=9.000000 | 
6973 | Events=214843 | Faraday 1=1825 | Buffers=12110 | Gene DIRECT=90516 | Gene MARQ=3171 | Gene TM=17274 | Trigger multiplicity=4 | Dead time (%)=19.776747 | Length (min.)=8.000000 | 
6974 | Events=214224 | Faraday 1=1781 | Buffers=12110 | Gene DIRECT=95783 | Gene MARQ=6317 | Gene TM=17003 | Trigger multiplicity=4 | Dead time (%)=19.004986 | Length (min.)=9.000000 | 
6975 | Events=215077 | Faraday 1=1789 | Buffers=12111 | Gene DIRECT=98443 | Gene MARQ=6343 | Gene TM=17278 | Trigger multiplicity=4 | Dead time (%)=18.760044 | Length (min.)=9.000000 | 
6976 | Events=214401 | Faraday 1=1799 | Buffers=12111 | Gene DIRECT=95966 | Gene MARQ=6323 | Gene TM=17603 | Trigger multiplicity=4 | Dead time (%)=19.636782 | Length (min.)=9.000000 | 
6977 | Events=216086 | Faraday 1=1796 | Buffers=12093 | Gene DIRECT=94478 | Gene MARQ=3171 | Gene TM=17310 | Trigger multiplicity=4 | Dead time (%)=18.958021 | Length (min.)=9.000000 | 
6978 | Events=214352 | Faraday 1=1789 | Buffers=12087 | Gene DIRECT=95752 | Gene MARQ=6314 | Gene TM=16914 | Trigger multiplicity=4 | Dead time (%)=18.911425 | Length (min.)=8.000000 | 
6979 | Events=209143 | Faraday 1=1746 | Buffers=11801 | Gene DIRECT=92210 | Gene MARQ=6338 | Gene TM=16855 | Trigger multiplicity=4 | Dead time (%)=19.628052 | Length (min.)=9.000000 | Start Date=9 h 02 | Logbook=155 | 
6980 | Events=1100340 | Faraday 1=830 | Buffers=12110 | Gene DIRECT=88849 | Gene MARQ=3161 | Gene TM=21708 | Trigger multiplicity=1 | Dead time (%)=25.333769 | Length (min.)=8.000000 | Comments=run single | Start Date=13/04/01 10h35 | Logbook=155 | 
6981 | Events=1050030 | Faraday 1=865 | Buffers=12114 | Gene DIRECT=92015 | Gene MARQ=6330 | Gene TM=21808 | Trigger multiplicity=1 | Dead time (%)=25.451363 | Length (min.)=8.000000 | 
6982 | Events=1024046 | Faraday 1=899 | Buffers=12112 | Gene DIRECT=93168 | Gene MARQ=6325 | Gene TM=21888 | Trigger multiplicity=1 | Dead time (%)=25.204103 | Length (min.)=8.000000 | 
6983 | Events=1001696 | Faraday 1=924 | Buffers=12110 | Gene DIRECT=91850 | Gene MARQ=3173 | Gene TM=21928 | Trigger multiplicity=1 | Dead time (%)=24.727945 | Length (min.)=8.000000 | 
6984 | Events=967354 | Faraday 1=943 | Buffers=12109 | Gene DIRECT=93535 | Gene MARQ=6327 | Gene TM=21911 | Trigger multiplicity=1 | Dead time (%)=25.124989 | Length (min.)=8.000000 | 
6985 | Events=940868 | Faraday 1=853 | Buffers=11940 | Gene DIRECT=80787 | Gene MARQ=3163 | Gene TM=19462 | Trigger multiplicity=1 | Dead time (%)=25.072144 | Length (min.)=8.000000 | 
6986 | Events=250345 | Faraday 1=1720 | Buffers=12112 | Gene DIRECT=104008 | Gene MARQ=6318 | Gene TM=17669 | Trigger multiplicity=4 | Dead time (%)=18.086805 | Length (min.)=9.000000 | Comments=multiplicite>\equal4 | Start Date=11 h 28 | Logbook=155 | 
6987 | Events=249944 | Faraday 1=1729 | Buffers=12111 | Gene DIRECT=101137 | Gene MARQ=6340 | Gene TM=18058 | Trigger multiplicity=4 | Dead time (%)=19.049126 | Length (min.)=9.000000 | 
6988 | Events=249683 | Faraday 1=1725 | Buffers=12117 | Gene DIRECT=98632 | Gene MARQ=6331 | Gene TM=17652 | Trigger multiplicity=4 | Dead time (%)=19.124386 | Length (min.)=9.000000 | 
6989 | Events=249239 | Faraday 1=1732 | Buffers=12112 | Gene DIRECT=97689 | Gene MARQ=6333 | Gene TM=17775 | Trigger multiplicity=4 | Dead time (%)=19.456850 | Length (min.)=9.000000 | 
6990 | Events=250350 | Faraday 1=1754 | Buffers=12110 | Gene DIRECT=93516 | Gene MARQ=3159 | Gene TM=17852 | Trigger multiplicity=4 | Dead time (%)=19.757185 | Length (min.)=8.500000 | 
6991 | Events=248770 | Faraday 1=1748 | Buffers=12112 | Gene DIRECT=96443 | Gene MARQ=6336 | Gene TM=17704 | Trigger multiplicity=4 | Dead time (%)=19.647753 | Length (min.)=8.500000 | 
6992 | Events=248600 | Faraday 1=1760 | Buffers=12112 | Gene DIRECT=94155 | Gene MARQ=6329 | Gene TM=17784 | Trigger multiplicity=4 | Dead time (%)=20.249128 | Length (min.)=8.000000 | 
6993 | Events=250508 | Faraday 1=1783 | Buffers=12113 | Gene DIRECT=92133 | Gene MARQ=3168 | Gene TM=18047 | Trigger multiplicity=4 | Dead time (%)=20.285505 | Length (min.)=8.000000 | 
6994 | Events=248981 | Faraday 1=1762 | Buffers=12116 | Gene DIRECT=94788 | Gene MARQ=6323 | Gene TM=17720 | Trigger multiplicity=4 | Dead time (%)=20.030521 | Length (min.)=8.000000 | 
6995 | Events=248890 | Faraday 1=1759 | Buffers=12113 | Gene DIRECT=95084 | Gene MARQ=6334 | Gene TM=17717 | Trigger multiplicity=4 | Dead time (%)=19.962816 | Length (min.)=9.000000 | 
6996 | Events=250948 | Faraday 1=1752 | Buffers=12112 | Gene DIRECT=96382 | Gene MARQ=3156 | Gene TM=17715 | Trigger multiplicity=4 | Dead time (%)=19.002211 | Length (min.)=8.000000 | 
6997 | Events=249599 | Faraday 1=1739 | Buffers=12110 | Gene DIRECT=97293 | Gene MARQ=6342 | Gene TM=17703 | Trigger multiplicity=4 | Dead time (%)=19.464327 | Length (min.)=9.000000 | 
6998 | Events=251468 | Faraday 1=1716 | Buffers=12112 | Gene DIRECT=108365 | Gene MARQ=6324 | Gene TM=17516 | Trigger multiplicity=4 | Dead time (%)=17.165649 | Length (min.)=10.000000 | 
6999 | Events=247751 | Faraday 1=1731 | Buffers=12111 | Gene DIRECT=102574 | Gene MARQ=6333 | Gene TM=18085 | Trigger multiplicity=4 | Dead time (%)=18.791367 | Length (min.)=9.000000 | 
7000 | Events=215898 | Faraday 1=1712 | Buffers=12113 | Gene DIRECT=108212 | Gene MARQ=6329 | Gene TM=17733 | Trigger multiplicity=4 | Dead time (%)=17.405258 | Length (min.)=10.000000 | 
7001 | Events=252397 | Faraday 1=1679 | Buffers=12109 | Gene DIRECT=114731 | Gene MARQ=6325 | Gene TM=17906 | Trigger multiplicity=4 | Dead time (%)=16.517536 | Length (min.)=10.000000 | 
7002 | Events=252540 | Faraday 1=1656 | Buffers=12110 | Gene DIRECT=129973 | Gene MARQ=6339 | Gene TM=17620 | Trigger multiplicity=4 | Dead time (%)=14.251743 | Length (min.)=12.000000 | Comments=baisse fais. 0.2nA | Start Date=14h05 | Logbook=156 | 
7003 | Events=250846 | Faraday 1=1762 | Buffers=12111 | Gene DIRECT=96976 | Gene MARQ=6318 | Gene TM=17810 | Trigger multiplicity=4 | Dead time (%)=19.645260 | Length (min.)=9.000000 | Comments=remonte 0.35nA | 
7004 | Events=252535 | Faraday 1=1689 | Buffers=12112 | Gene DIRECT=108881 | Gene MARQ=6343 | Gene TM=17912 | Trigger multiplicity=4 | Dead time (%)=17.468645 | Length (min.)=10.000000 | 
7005 | Events=256588 | Faraday 1=1655 | Buffers=12109 | Gene DIRECT=115097 | Gene MARQ=6326 | Gene TM=17975 | Trigger multiplicity=4 | Dead time (%)=16.525545 | Length (min.)=9.000000 | 
7006 | Events=263236 | Faraday 1=1698 | Buffers=12112 | Gene DIRECT=126288 | Gene MARQ=6334 | Gene TM=18100 | Trigger multiplicity=4 | Dead time (%)=15.089117 | Length (min.)=11.000000 | Comments=arrêt faisc. puis 0.37nA | Start Date=14h40 | Logbook=156 | 
7007 | Events=260132 | Faraday 1=1716 | Buffers=12111 | Gene DIRECT=95574 | Gene MARQ=6330 | Gene TM=17994 | Trigger multiplicity=4 | Dead time (%)=20.162701 | Length (min.)=9.000000 | Comments=retour à la stabilite faisc. | 
7008 | Events=261666 | Faraday 1=1703 | Buffers=12112 | Gene DIRECT=94869 | Gene MARQ=3168 | Gene TM=18395 | Trigger multiplicity=4 | Dead time (%)=20.059759 | Length (min.)=8.000000 | 
7009 | Events=260949 | Faraday 1=1592 | Buffers=12111 | Gene DIRECT=129231 | Gene MARQ=9494 | Gene TM=18089 | Trigger multiplicity=4 | Dead time (%)=15.107277 | Length (min.)=12.000000 | Comments=fais. 0.2nA puis 0.35 | 
7010 | Events=257483 | Faraday 1=1617 | Buffers=12109 | Gene DIRECT=122573 | Gene MARQ=6317 | Gene TM=17802 | Trigger multiplicity=4 | Dead time (%)=15.312758 | Length (min.)=11.000000 | Comments=I_f : [0.2;0.35] nA | 
7011 | Events=256801 | Faraday 1=1639 | Buffers=12110 | Gene DIRECT=114855 | Gene MARQ=6341 | Gene TM=18064 | Trigger multiplicity=4 | Dead time (%)=16.646700 | Length (min.)=10.000000 | 
7012 | Events=258368 | Faraday 1=1622 | Buffers=12113 | Gene DIRECT=148394 | Gene MARQ=9500 | Gene TM=17920 | Trigger multiplicity=4 | Dead time (%)=12.901925 | Length (min.)=13.000000 | 
7013 | Events=259616 | Faraday 1=1754 | Buffers=12111 | Gene DIRECT=89922 | Gene MARQ=3166 | Gene TM=18304 | Trigger multiplicity=4 | Dead time (%)=21.098253 | Length (min.)=8.000000 | Comments=changement feuille | 
7014 | Events=257951 | Faraday 1=1724 | Buffers=12113 | Gene DIRECT=98427 | Gene MARQ=6332 | Gene TM=17877 | Trigger multiplicity=4 | Dead time (%)=19.411478 | Length (min.)=9.000000 | Start Date=15H54 | 
7015 | Events=260802 | Faraday 1=1688 | Buffers=12112 | Gene DIRECT=107251 | Gene MARQ=6334 | Gene TM=18369 | Trigger multiplicity=4 | Dead time (%)=18.202087 | Length (min.)=10.000000 | 
7016 | Events=259958 | Faraday 1=1748 | Buffers=12111 | Gene DIRECT=89464 | Gene MARQ=3156 | Gene TM=17965 | Trigger multiplicity=4 | Dead time (%)=20.814989 | Length (min.)=8.000000 | 
7017 | Events=233219 | Faraday 1=1530 | Buffers=10884 | Gene DIRECT=89413 | Gene MARQ=6344 | Gene TM=16252 | Trigger multiplicity=4 | Dead time (%)=19.564459 | Length (min.)=8.000000 | 
7018 | Events=100861 | Faraday 1=3401 | Buffers=2148 | Gene DIRECT=178452 | Gene MARQ=9505 | Gene TM=4547 | Trigger multiplicity=4 | Dead time (%)=2.691377 | Length (min.)=16.000000 | Comments=cible vide | Start Date=16H33 | 
7019 | Events=261127 | Faraday 1=1679 | Buffers=12111 | Gene DIRECT=101595 | Gene MARQ=6339 | Gene TM=17976 | Trigger multiplicity=4 | Dead time (%)=18.871252 | Length (min.)=9.000000 | 
7020 | Events=261769 | Faraday 1=1760 | Buffers=12117 | Gene DIRECT=87531 | Gene MARQ=3158 | Gene TM=18393 | Trigger multiplicity=4 | Dead time (%)=21.799627 | Length (min.)=8.000000 | 
7021 | Events=259607 | Faraday 1=1739 | Buffers=12112 | Gene DIRECT=91108 | Gene MARQ=6346 | Gene TM=18314 | Trigger multiplicity=4 | Dead time (%)=21.606380 | Length (min.)=8.000000 | 
7022 | Events=261758 | Faraday 1=1741 | Buffers=12113 | Gene DIRECT=89596 | Gene MARQ=3159 | Gene TM=18345 | Trigger multiplicity=4 | Dead time (%)=21.223551 | Length (min.)=8.000000 | 
7023 | Events=258355 | Faraday 1=1806 | Buffers=12111 | Gene DIRECT=83124 | Gene MARQ=6340 | Gene TM=18673 | Trigger multiplicity=4 | Dead time (%)=24.318869 | Length (min.)=7.000000 | 
7024 | Events=260336 | Faraday 1=1756 | Buffers=12115 | Gene DIRECT=90962 | Gene MARQ=3162 | Gene TM=18169 | Trigger multiplicity=4 | Dead time (%)=20.693623 | Length (min.)=9.000000 | 
7025 | Events=259460 | Faraday 1=1720 | Buffers=12112 | Gene DIRECT=92992 | Gene MARQ=6329 | Gene TM=17928 | Trigger multiplicity=4 | Dead time (%)=20.687029 | Length (min.)=8.000000 | Comments=passage 0.35 pA | 
7026 | Events=260007 | Faraday 1=1692 | Buffers=12113 | Gene DIRECT=102426 | Gene MARQ=6322 | Gene TM=18125 | Trigger multiplicity=4 | Dead time (%)=18.859777 | Length (min.)=9.000000 | 
7027 | Events=259861 | Faraday 1=1686 | Buffers=12111 | Gene DIRECT=100052 | Gene MARQ=6345 | Gene TM=18329 | Trigger multiplicity=4 | Dead time (%)=19.559904 | Length (min.)=9.000000 | 
7028 | Events=261680 | Faraday 1=1712 | Buffers=12112 | Gene DIRECT=98148 | Gene MARQ=3160 | Gene TM=18480 | Trigger multiplicity=4 | Dead time (%)=19.455090 | Length (min.)=9.000000 | 
7029 | Events=260830 | Faraday 1=1660 | Buffers=12110 | Gene DIRECT=108659 | Gene MARQ=6339 | Gene TM=17915 | Trigger multiplicity=4 | Dead time (%)=17.508797 | Length (min.)=10.000000 | 
7030 | Events=261661 | Faraday 1=1640 | Buffers=12111 | Gene DIRECT=113157 | Gene MARQ=6318 | Gene TM=18106 | Trigger multiplicity=4 | Dead time (%)=16.946995 | Length (min.)=10.000000 | 
7031 | Events=261574 | Faraday 1=1612 | Buffers=12085 | Gene DIRECT=122606 | Gene MARQ=8417 | Gene TM=17999 | Trigger multiplicity=4 | Dead time (%)=15.762464 | Length (min.)=11.000000 | 
